Gene_ID	Final_Annotation
1_1670	Tat proofreading chaperone DmsD {ECO:0000255|HAMAP-Rule:MF_00940}
1_1671	Putative chloride channel protein ClcB-like
1_1672	ATP-dependent dethiobiotin synthetase BioD 1 {ECO:0000255|HAMAP-Rule:MF_00336}
1_1673	N-acetylglucosamine repressor
1_1674	Uncharacterized HTH-type transcriptional regulator YnfL
1_1675	Uncharacterized MFS-type transporter YybF
1_1676	Acid shock protein {ECO:0000255|HAMAP-Rule:MF_00546}
1_1677	Uncharacterized serine protease YdgD
1_1678	Spermidine export protein MdtI {ECO:0000255|HAMAP-Rule:MF_01597}
1_1679	Spermidine export protein MdtJ {ECO:0000255|HAMAP-Rule:MF_01598}
1_1680	Putative transport protein YhhT
1_1681	NULL
1_1682	NAD(P) transhydrogenase subunit alpha part 1
1_1683	Protein YdgH
1_1684	L-lysine transport protein
1_1685	Dihydromonapterin reductase
1_1686	Inner membrane protein YdgC
1_1687	NULL
1_1688	NULL
1_1689	DNA replication terminus site-binding protein {ECO:0000255|HAMAP-Rule:MF_00483}
1_1690	Fumarate hydratase class II {ECO:0000255|HAMAP-Rule:MF_00743}
1_1691	NULL
1_1692	Mannose-6-phosphate isomerase
1_1693	Protein YdgA
1_1694	Hypothetical protein
1_1695	Membrane-associated protein UidC
1_1696	Isoprimeverose transporter {ECO:0000303|PubMed:9683504}
1_1697	NULL
1_1698	HTH-type transcriptional regulator UidR
1_1699	7alpha-hydroxysteroid dehydrogenase {ECO:0000303|PubMed:2007545}
1_1700	Maltose regulon regulatory protein MalI
1_1701	N-acetylglucosamine-specific phosphotransferase enzyme IIA component {ECO:0000250|UniProtKB:P09323}
1_1702	Cystathionine beta-lyase PatB
1_1703	Adenosine deaminase {ECO:0000255|HAMAP-Rule:MF_00540}
1_1704	Uncharacterized oxidoreductase C26H5.09c
1_1705	Hypothetical protein
1_1706	Inner membrane protein YdgK
1_1707	Ion-translocating oxidoreductase complex subunit A {ECO:0000255|HAMAP-Rule:MF_00459}
1_1708	Ion-translocating oxidoreductase complex subunit B {ECO:0000255|HAMAP-Rule:MF_00463}
1_1709	Ion-translocating oxidoreductase complex subunit C {ECO:0000255|HAMAP-Rule:MF_00461}
1_1710	Ion-translocating oxidoreductase complex subunit D {ECO:0000255|HAMAP-Rule:MF_00462}
1_1711	Ion-translocating oxidoreductase complex subunit G {ECO:0000255|HAMAP-Rule:MF_00479}
1_1712	Ion-translocating oxidoreductase complex subunit E {ECO:0000255|HAMAP-Rule:MF_00478}
1_1713	Endonuclease III {ECO:0000255|HAMAP-Rule:MF_00942}
1_1714	Hypothetical protein
1_1715	NULL
1_1716	Glutathione S-transferase GST-6.0
1_1717	Pyridoxal kinase PdxY {ECO:0000255|HAMAP-Rule:MF_01639}
1_1718	Tyrosine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_02006}
1_1719	Pyridoxine/pyridoxamine 5'-phosphate oxidase {ECO:0000255|HAMAP-Rule:MF_01629}
1_1720	Membrane-bound lysozyme inhibitor of C-type lysozyme {ECO:0000303|PubMed:18369469}
1_1721	Anhydro-N-acetylmuramic acid kinase {ECO:0000255|HAMAP-Rule:MF_01270}
1_1722	Outer membrane lipoprotein pcp
1_1723	Transcriptional regulator SlyA {ECO:0000255|HAMAP-Rule:MF_01819}
1_1724	Hypothetical protein
1_1725	p-hydroxybenzoic acid efflux pump subunit AaeA {ECO:0000255|HAMAP-Rule:MF_01544}
1_1726	Uncharacterized transporter YdhK
1_1727	Superoxide dismutase [Cu-Zn]
1_1728	Uncharacterized oxidoreductase YcsN
1_1729	Hypothetical protein
1_1730	HTH-type transcriptional repressor NemR {ECO:0000305}
1_1731	12-oxophytodienoate reductase 3
1_1732	Probable lactoylglutathione lyase
1_1733	Ribonuclease T {ECO:0000255|HAMAP-Rule:MF_00157}
1_1734	Uncharacterized ATP-dependent helicase SSO0112
1_1735	Glutaredoxin 4
1_1736	Murein DD-endopeptidase MepH
1_1737	Superoxide dismutase [Fe]
1_1738	Uncharacterized MFS-type transporter YfhI
1_1739	Hypothetical protein
1_1740	HTH-type transcriptional repressor PurR {ECO:0000255|HAMAP-Rule:MF_01277}
1_1741	Uncharacterized HTH-type transcriptional regulator YdhB
1_1742	Inner membrane transport protein YdhC
1_1743	Cyclopropane-fatty-acyl-phospholipid synthase
1_1744	Riboflavin synthase
1_1745	Multidrug resistance protein MdtK {ECO:0000255|HAMAP-Rule:MF_00400}
1_1746	Uncharacterized protein YdhQ
1_1747	Putative monooxygenase YdhR
1_1748	Uncharacterized protein YdhS
1_1749	Uncharacterized protein YdhT
1_1750	Thiosulfate reductase cytochrome B subunit PhsC {ECO:0000305}
1_1751	Protein NrfC homolog
1_1752	Uncharacterized protein YdhW
1_1753	Uncharacterized oxidoreductase YdhV
1_1754	Uncharacterized ferredoxin-like protein YdhY
1_1755	Hypothetical protein
1_1756	Pyruvate kinase
1_1757	Hypothetical protein
1_1758	Probable L,D-transpeptidase ErfK/SrfK
1_1759	Cysteine desulfuration protein SufE {ECO:0000255|HAMAP-Rule:MF_01832}
1_1760	Cysteine desulfurase {ECO:0000255|HAMAP-Rule:MF_01831}
1_1761	FeS cluster assembly protein SufD
1_1762	Probable ATP-dependent transporter ycf16
1_1763	UPF0051 protein in atpA 3'region
1_1764	Protein SufA
1_1765	Hypothetical protein
1_1766	1,4-dihydroxy-2-naphthoyl-CoA hydrolase {ECO:0000255|HAMAP-Rule:MF_01936, ECO:0000305}
1_1767	Uncharacterized protein HI_1163 {ECO:0000305}
1_1768	Putative transport protein BU123
1_1769	Uncharacterized protein YdiL
1_1770	Uncharacterized MFS-type transporter YfkL
1_1771	Uncharacterized MFS-type transporter YfkL
1_1772	Shikimate dehydrogenase (NADP(+)) {ECO:0000255|HAMAP-Rule:MF_00222}
1_1773	3-dehydroquinate dehydratase {ECO:0000255|HAMAP-Rule:MF_00214}
1_1774	Caffeate CoA-transferase {ECO:0000303|PubMed:23315745}
1_1775	Crotonobetainyl-CoA reductase {ECO:0000255|HAMAP-Rule:MF_01052}
1_1776	Uncharacterized HTH-type transcriptional regulator YdiP
1_1777	Hypothetical protein
1_1778	Protein FixA {ECO:0000255|HAMAP-Rule:MF_01055}
1_1779	Protein FixB {ECO:0000255|HAMAP-Rule:MF_01056}
1_1780	Protein FixC
1_1781	Ferredoxin-like protein YdiT
1_1782	Medium-chain fatty-acid--CoA ligase {ECO:0000305|PubMed:15213221, ECO:0000305|PubMed:19477415}
1_1783	Phosphoenolpyruvate synthase
1_1784	Putative phosphoenolpyruvate synthase regulatory protein {ECO:0000255|HAMAP-Rule:MF_01062}
1_1785	Phospho-2-dehydro-3-deoxyheptonate aldolase
1_1786	Hypothetical protein
1_1787	Protein adenylyltransferase SelO {ECO:0000255|HAMAP-Rule:MF_00692}
1_1788	Anti-FlhC(2)FlhD(4) factor YdiV
1_1789	Probable endopeptidase NlpC
1_1790	Vitamin B12 import ATP-binding protein BtuD {ECO:0000255|HAMAP-Rule:MF_01005}
1_1791	Thioredoxin/glutathione peroxidase BtuE {ECO:0000255|HAMAP-Rule:MF_02061, ECO:0000305}
1_1792	Vitamin B12 import system permease protein BtuC {ECO:0000255|HAMAP-Rule:MF_01004}
1_1793	Integration host factor subunit alpha {ECO:0000255|HAMAP-Rule:MF_00380}
1_1794	Phenylalanine--tRNA ligase beta subunit {ECO:0000255|HAMAP-Rule:MF_00283}
1_1795	Phenylalanine--tRNA ligase alpha subunit {ECO:0000255|HAMAP-Rule:MF_00281}
1_1796	50S ribosomal protein L20 {ECO:0000255|HAMAP-Rule:MF_00382}
1_1797	Hypothetical protein
1_1798	Translation initiation factor IF-3 {ECO:0000255|HAMAP-Rule:MF_00080}
1_1799	Threonine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00184}
1_1800	Putative ankyrin repeat protein B
1_1801	Hypothetical protein
1_1802	Hypothetical protein
1_1803	Uncharacterized protein YdiY
1_1804	ATP-dependent 6-phosphofructokinase isozyme 2
1_1805	Uncharacterized protein YdiZ
1_1806	Probable ketoamine kinase VC_1539
1_1807	Putative YfeABCD regulator YfeE
1_1808	Hexitol phosphatase B {ECO:0000250|UniProtKB:P77247}
1_1809	Inner membrane protein YdjM
1_1810	L-cystine uptake protein TcyP
1_1811	Uncharacterized protein YdjO
1_1812	Hypothetical protein
1_1813	Catalase
1_1814	Chitooligosaccharide deacetylase {ECO:0000255|HAMAP-Rule:MF_01246}
1_1815	Probable 6-phospho-beta-glucosidase
1_1816	HTH-type transcriptional regulator ChbR
1_1817	PTS system N,N'-diacetylchitobiose-specific EIIA component {ECO:0000250|UniProtKB:P69791}
1_1818	PTS system cellobiose-specific EIIC component {ECO:0000305}
1_1819	PTS system N,N'-diacetylchitobiose-specific EIIB component {ECO:0000303|PubMed:2092358}
1_1820	Osmotically-inducible putative lipoprotein OsmE
1_1821	NH(3)-dependent NAD(+) synthetase {ECO:0000255|HAMAP-Rule:MF_00193}
1_1822	Excinuclease cho
1_1823	Protein Ves {ECO:0000255|HAMAP-Rule:MF_01591}
1_1824	Periplasmic chaperone Spy {ECO:0000303|PubMed:21317898}
1_1825	Succinylglutamate desuccinylase {ECO:0000255|HAMAP-Rule:MF_00767}
1_1826	N-succinylarginine dihydrolase {ECO:0000255|HAMAP-Rule:MF_01172}
1_1827	N-succinylglutamate 5-semialdehyde dehydrogenase {ECO:0000255|HAMAP-Rule:MF_01174}
1_1828	Arginine N-succinyltransferase {ECO:0000255|HAMAP-Rule:MF_01171}
1_1829	Acetylornithine/succinyldiaminopimelate aminotransferase {ECO:0000255|HAMAP-Rule:MF_01107, ECO:0000305}
1_1830	Exodeoxyribonuclease III
1_1831	TVP38/TMEM64 family membrane protein YdjX
1_1832	Uncharacterized protein YdjY
1_1833	TVP38/TMEM64 family inner membrane protein YdjZ
1_1834	Uncharacterized protein YnjA
1_1835	Protein YnjB
1_1836	Inner membrane ABC transporter permease protein YnjC
1_1837	Uncharacterized ABC transporter ATP-binding protein YnjD
1_1838	Thiosulfate sulfurtransferase YnjE
1_1839	Inner membrane protein YnjF
1_1840	CTP pyrophosphohydrolase
1_1841	Uncharacterized protein YnjH
1_1842	NADP-specific glutamate dehydrogenase
1_1843	Inner membrane protein YnjI
1_1844	DNA topoisomerase 3 {ECO:0000255|HAMAP-Rule:MF_00953}
1_1845	Selenide, water dikinase {ECO:0000255|HAMAP-Rule:MF_00625}
1_1846	Putative NAD(P)H nitroreductase YdjA
1_1847	Protease 4
1_1848	L-asparaginase
1_1849	Nicotinamidase {ECO:0000303|PubMed:4399474, ECO:0000303|PubMed:8726014}
1_1850	Putative metabolite transport protein YdjK
1_1851	Uncharacterized HTH-type transcriptional regulator YdjF
1_1852	NADH-specific methylglyoxal reductase {ECO:0000303|PubMed:16813561}
1_1853	Uncharacterized sugar kinase YdjH
1_1854	Uncharacterized protein YdjI
1_1855	Probable D-xylulose reductase A
1_1856	Inner membrane metabolite transport protein YdjE
1_1857	Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjL
1_1858	Uncharacterized protein YeaC
1_1859	Peptide methionine sulfoxide reductase MsrB {ECO:0000255|HAMAP-Rule:MF_01400}
1_1860	Glyceraldehyde-3-phosphate dehydrogenase GAPCP1, chloroplastic
1_1861	Putative glucose-6-phosphate 1-epimerase {ECO:0000250|UniProtKB:Q03161}
1_1862	Uncharacterized protein YeaE
1_1863	Putative outer membrane protein YiaT
1_1864	Protein PrkA
1_1865	UPF0229 protein YpsIP31758_1992 {ECO:0000255|HAMAP-Rule:MF_01232}
1_1866	Probable diguanylate cyclase DgcT {ECO:0000305}
1_1867	Probable diguanylate cyclase DgcJ {ECO:0000305}
1_1868	Uncharacterized protein YeaK
1_1869	UPF0756 membrane protein SG1722 {ECO:0000255|HAMAP-Rule:MF_01874}
1_1870	HTH-type transcriptional regulator NimR {ECO:0000305}
1_1871	Uncharacterized transporter YycB
1_1872	Uncharacterized protein YeaO
1_1873	Hypothetical protein
1_1874	Diguanylate cyclase DgcP {ECO:0000305}
1_1875	Hypothetical protein
1_1876	Hypothetical protein
1_1877	Uncharacterized protein YeaR
1_1878	Uncharacterized membrane protein PA4757
1_1879	HTH-type transcriptional activator TtdR
1_1880	3-isopropylmalate dehydrogenase {ECO:0000255|HAMAP-Rule:MF_01035}
1_1881	L-carnitine/gamma-butyrobetaine antiporter {ECO:0000255|HAMAP-Rule:MF_01049}
1_1882	Carnitine monooxygenase oxygenase subunit {ECO:0000255|HAMAP-Rule:MF_02097, ECO:0000305}
1_1883	Phenoxybenzoate dioxygenase subunit beta
1_1884	Ribonuclease D {ECO:0000255|HAMAP-Rule:MF_01899}
1_1885	4-coumarate--CoA ligase 1
1_1886	Uncharacterized lipoprotein YeaY
1_1887	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
1_1888	3'-5' exonuclease DinG {ECO:0000255|HAMAP-Rule:MF_02206}
1_1889	RutC family protein YoaB
1_1890	Uncharacterized protein YoaC
1_1891	Hypothetical protein
1_1892	Anthranilate synthase component 1
1_1893	Uncharacterized Nudix hydrolase NudL {ECO:0000255|HAMAP-Rule:MF_01592}
1_1894	NULL
1_1895	NULL
1_1896	Uncharacterized 18.9 kDa protein in cps region
1_1897	PTS system sorbose-specific EIIB component {ECO:0000303|PubMed:10613875}
1_1898	Fructose permease IIC component
1_1899	PTS system sorbose-specific EIID component {ECO:0000303|PubMed:10613875}
1_1900	UPF0266 membrane protein YPO1755/y2554/YP_1637 {ECO:0000255|HAMAP-Rule:MF_01071}
1_1901	Putative manganese efflux pump MntP {ECO:0000255|HAMAP-Rule:MF_01521}
1_1902	23S rRNA (guanine(745)-N(1))-methyltransferase
1_1903	Hypothetical protein
1_1904	Hypothetical protein
1_1905	Hypothetical protein
1_1906	Pectin degradation repressor protein KdgR
1_1907	Uncharacterized transporter YebQ
1_1908	Protease HtpX {ECO:0000255|HAMAP-Rule:MF_00188}
1_1909	NULL
1_1910	RNA chaperone ProQ {ECO:0000255|HAMAP-Rule:MF_00749}
1_1911	Free methionine-R-sulfoxide reductase
1_1912	Uncharacterized protein HI_1671
1_1913	Uncharacterized protein HI_1672
1_1914	Ribosomal RNA small subunit methyltransferase F {ECO:0000255|HAMAP-Rule:MF_01579}
1_1915	Hypothetical protein
1_1916	Hypothetical protein
1_1917	Serine/threonine-protein phosphatase
1_1918	Uncharacterized protein YebY
1_1919	Inner membrane protein YebZ
1_1920	Protein YobA
1_1921	Hypothetical protein
1_1922	Uncharacterized protein YobB
1_1923	Exodeoxyribonuclease 10
1_1924	Uncharacterized peptidase y4sO
1_1925	Uncharacterized protein in ampR 5'region
1_1926	Hypothetical protein
1_1927	Protein YebF {ECO:0000255|HAMAP-Rule:MF_01435}
1_1928	Uncharacterized protein YebG
1_1929	Formate-dependent phosphoribosylglycinamide formyltransferase {ECO:0000255|HAMAP-Rule:MF_01643}
1_1930	2-dehydro-3-deoxy-phosphogluconate aldolase
1_1931	Dihydroxy-acid dehydratase {ECO:0000255|HAMAP-Rule:MF_00012}
1_1932	Glucose-6-phosphate 1-dehydrogenase {ECO:0000255|HAMAP-Rule:MF_00966}
1_1933	Hypothetical protein
1_1934	Putative HTH-type transcriptional regulator
1_1935	Pyruvate kinase
1_1936	Lipid A biosynthesis myristoyltransferase {ECO:0000255|HAMAP-Rule:MF_01944}
1_1937	Uncharacterized metalloprotease BUsg_310
1_1938	High-affinity zinc uptake system protein ZnuA
1_1939	Zinc import ATP-binding protein ZnuC {ECO:0000255|HAMAP-Rule:MF_01725}
1_1940	High-affinity zinc uptake system membrane protein ZnuB
1_1941	Holliday junction ATP-dependent DNA helicase RuvB {ECO:0000255|HAMAP-Rule:MF_00016}
1_1942	Holliday junction ATP-dependent DNA helicase RuvA {ECO:0000255|HAMAP-Rule:MF_00031}
1_1943	Uncharacterized protein YebB
1_1944	Crossover junction endodeoxyribonuclease RuvC {ECO:0000255|HAMAP-Rule:MF_00034}
1_1945	Probable transcriptional regulatory protein HAPS_0943 {ECO:0000255|HAMAP-Rule:MF_00693}
1_1946	Dihydroneopterin triphosphate diphosphatase
1_1947	Aspartate--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00044}
1_1948	Uncharacterized isochorismatase family protein YecD
1_1949	UPF0759 protein YecE
1_1950	Inner membrane protein YecN
1_1951	Carboxy-S-adenosyl-L-methionine synthase {ECO:0000255|HAMAP-Rule:MF_01589}
1_1952	tRNA U34 carboxymethyltransferase {ECO:0000255|HAMAP-Rule:MF_01590}
1_1953	Biotin sulfoxide reductase
1_1954	Cytochrome c-type protein TorY
1_1955	Copper homeostasis protein CutC {ECO:0000255|HAMAP-Rule:MF_00795}
1_1956	Protein YecM
1_1957	Arginine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_00123}
1_1958	Uncharacterized protein YecT
1_1959	Flagellar protein FlhE
1_1960	Protein hrpC2
1_1961	Flagellar biosynthetic protein FlhB
1_1962	Protein phosphatase CheZ
1_1963	Chemotaxis protein CheY
1_1964	Protein-glutamate methylesterase/protein-glutamine glutaminase 2 {ECO:0000255|HAMAP-Rule:MF_00099}
1_1965	Chemotaxis protein methyltransferase 3
1_1966	Probable chemoreceptor y4fA
1_1967	Probable chemoreceptor y4fA
1_1968	Chemotaxis protein CheW
1_1969	Chemotaxis protein CheA
1_1970	NULL
1_1971	Chemotaxis protein LafT
1_1972	Flagellar transcriptional regulator FlhC {ECO:0000255|HAMAP-Rule:MF_01891}
1_1973	Flagellar transcriptional regulator FlhD {ECO:0000255|HAMAP-Rule:MF_00725}
1_1974	Transposase InsH for insertion sequence element IS5Y
1_1975	Universal stress protein C
1_1976	Alpha,alpha-trehalose-phosphate synthase [UDP-forming]
1_1977	Trehalose-phosphate phosphatase
1_1978	Ribose import permease protein RbsC {ECO:0000250|UniProtKB:P0AGI1}
1_1979	Arabinose import ATP-binding protein AraG 2 {ECO:0000255|HAMAP-Rule:MF_01721}
1_1980	ABC transporter L-arabinose-binding periplasmic protein
1_1981	Bacterial non-heme ferritin-like protein
1_1982	Hypothetical protein
1_1983	Uncharacterized protein YecR
1_1984	Probable bacterial non-heme ferritin-like protein
1_1985	Hypothetical protein
1_1986	Tryptophan-specific transport protein
1_1987	Uncharacterized protein YecA
1_1988	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1_1989	UvrABC system protein C {ECO:0000255|HAMAP-Rule:MF_00203}
1_1990	Response regulator GacA
1_1991	Hypothetical protein
1_1992	Regulatory protein SdiA
1_1993	Methionine import ATP-binding protein MetN {ECO:0000255|HAMAP-Rule:MF_01719}
1_1994	Probable amino-acid permease protein YxeN
1_1995	1-aminocyclopropane-1-carboxylate deaminase {ECO:0000255|HAMAP-Rule:MF_00807}
1_1996	L-cystine-binding protein TcyJ {ECO:0000305}
1_1997	Protein FliZ
1_1998	RNA polymerase sigma factor FliA {ECO:0000255|HAMAP-Rule:MF_00962}
1_1999	Flagellin
1_2000	Flagellar hook-associated protein 2
1_2001	Flagellar secretion chaperone FliS
1_2002	Flagellar protein FliT {ECO:0000255|HAMAP-Rule:MF_01180}
1_2003	NULL
1_2004	Uncharacterized lipoprotein YedD
1_2005	UPF0394 inner membrane protein YedE
1_2006	Hypothetical protein
1_2007	Abasic site processing protein YedK
1_2008	Uncharacterized N-acetyltransferase YedL
1_2009	Hypothetical protein
1_2010	Uncharacterized protein YedM
1_2011	Flagellar hook-basal body complex protein FliE {ECO:0000255|HAMAP-Rule:MF_00724}
1_2012	Flagellar M-ring protein
1_2013	Flagellar motor switch protein FliG
1_2014	Flagellar assembly protein FliH
1_2015	Flagellum-specific ATP synthase
1_2016	Flagellar FliJ protein
1_2017	Flagellar hook-length control protein
1_2018	Flagellar protein FliL
1_2019	Flagellar motor switch protein FliM
1_2020	Flagellar motor switch protein FliN
1_2021	Flagellar protein FliO
1_2022	Flagellar biosynthetic protein FliP
1_2023	Hypothetical protein
1_2024	Flagellar biosynthetic protein FliR
1_2025	Transcriptional regulatory protein RcsA {ECO:0000255|HAMAP-Rule:MF_00982}
1_2026	Hypothetical protein
1_2027	Hypothetical protein
1_2028	Mannosyl-3-phosphoglycerate phosphatase {ECO:0000255|HAMAP-Rule:MF_00617}
1_2029	Probable diguanylate cyclase DgcQ {ECO:0000250|UniProtKB:P76330}
1_2030	Hypothetical protein
1_2031	Inner membrane protein YedI
1_2032	Uncharacterized inner membrane transporter YedA
1_2033	Very short patch repair protein
1_2034	Modification methylase ScrFIA
1_2035	Uncharacterized protein YedJ
1_2036	Cell division protein DrpB {ECO:0000255|HAMAP-Rule:MF_00857, ECO:0000303|PubMed:32900831}
1_2037	Outer membrane porin F
1_2038	Hypothetical protein
1_2039	Outer membrane protein S1
1_2040	Protein/nucleic acid deglycase HchA {ECO:0000255|HAMAP-Rule:MF_01046}
1_2041	Sensor histidine kinase HprS {ECO:0000305}
1_2042	Probable transcriptional regulatory protein SilR
1_2043	5-hydroxyisourate hydrolase
1_2044	Protein-methionine-sulfoxide reductase catalytic subunit MsrP {ECO:0000255|HAMAP-Rule:MF_01206}
1_2045	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ {ECO:0000255|HAMAP-Rule:MF_01207}
1_2046	Zinc-binding protein AdcA
1_2047	Cytochrome b561 homolog 1
1_2048	Protein MtfA {ECO:0000255|HAMAP-Rule:MF_01593}
1_2049	Hypothetical protein
1_2050	Intimin
1_2051	Putative uncharacterized protein YeeL
1_2052	Proline/betaine transporter
1_2053	AMP nucleosidase {ECO:0000255|HAMAP-Rule:MF_01932}
1_2054	Probable transcriptional regulatory protein SPP_1952 {ECO:0000255|HAMAP-Rule:MF_00918}
1_2055	Probable FMN/FAD exporter YeeO
1_2056	HTH-type transcriptional regulator CysB
1_2057	Nitrogen assimilation regulatory protein nac
1_2058	Probable L,D-transpeptidase YnhG
1_2059	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase {ECO:0000255|HAMAP-Rule:MF_00230}
1_2060	Adenosylcobinamide-GDP ribazoletransferase {ECO:0000255|HAMAP-Rule:MF_00719}
1_2061	Bifunctional adenosylcobalamin biosynthesis protein CobU
1_2062	Transposase InsH for insertion sequence element IS5Y
1_2063	Protein YoeA
1_2064	Putative transposase InsD for insertion element IS2E
